Stop_Id_vhist,Stop_Name_vhist,boards,routes,cornell_card,cornell_override,cornell_card_share,cornell_any_observed_share
2584,JacksonviPostOf,35,21,4,0,0.11428571428571428,0.11428571428571428
528,214 Elmira Rd -,203,15,23,0,0.11330049261083744,0.11330049261083744
4554,Creekwood Apts,265,31,30,12,0.11320754716981132,0.15849056603773584
927,Cascadilla @ Th,27,13,3,3,0.1111111111111111,0.2222222222222222
4569,Etna Mills Apts,9,40,1,2,0.1111111111111111,0.3333333333333333
4749,DrydnNorthDunkn,9,43,1,0,0.1111111111111111,0.1111111111111111
804,Ithaca Children,9,22,1,0,0.1111111111111111,0.1111111111111111
2546,Cayuga Med Ctr,453,14,49,7,0.10816777041942605,0.12362030905077263
107,Cayuga @ Buffal,148,"13,17",16,20,0.10810810810810811,0.24324324324324326
6767,Newfield Depot ,74,67,8,0,0.10810810810810811,0.10810810810810811
6343,Danby Rd @ Mill,96,65,10,0,0.10416666666666667,0.10416666666666667
4527,Dryden Rd @ Bak,29,"40,43",3,0,0.10344827586206896,0.10344827586206896
1143,Stewart Park,167,"13,36",17,52,0.10179640718562874,0.41317365269461076
520,Plain @ Center,178,15,18,1,0.10112359550561797,0.10674157303370786
532,Meadow @ Wood,366,67,37,0,0.10109289617486339,0.10109289617486339
713,Elm@WVillage,289,14,29,8,0.10034602076124567,0.12802768166089964
2616,E Main @ Cemete,120,"21,22",12,1,0.1,0.10833333333333334
2514,Trumansburg Rd ,240,"14,14S,21",23,3,0.09583333333333334,0.10833333333333334
4752,North @ Freevil,115,43,11,3,0.09565217391304348,0.12173913043478261
361,SoHilBusinessPk,53,11,5,0,0.09433962264150944,0.09433962264150944
4708,Dryden @ Johnsn,153,43,14,0,0.0915032679738562,0.0915032679738562
4318,Freeville Stn P,176,"40,43",16,4,0.09090909090909091,0.11363636363636363
4565,Etna Rd @ Wood,11,31,1,0,0.09090909090909091,0.09090909090909091
751,Elm Street @ El,111,14,10,1,0.09009009009009009,0.0990990990990991
6515,West Danby Rd @,480,67,43,2,0.08958333333333333,0.09375
3316,Triphammer @ Pe,56,"36,37",5,0,0.08928571428571429,0.08928571428571429
4750,43 North St - V,209,43,18,1,0.0861244019138756,0.09090909090909091
4544,Dryden @ Kirk,860,43,73,4,0.08488372093023255,0.08953488372093023
738,Conifer Village,736,"14,14S",62,7,0.08423913043478261,0.09375
3784,Culligan@Brown,12,32,1,0,0.08333333333333333,0.08333333333333333
2546,Cayuga Medical ,49,14,4,0,0.08163265306122448,0.08163265306122448
996,Guthrie Cty Har,174,"13,17",14,38,0.08045977011494253,0.2988505747126437
113,Seneca @ Albany,239,"20,21,22",19,2,0.0794979079497908,0.08786610878661087
6767,NwfldDepot@Mill,13,67,1,0,0.07692307692307693,0.07692307692307693
730,Warren Pl @ Hec,13,14,1,0,0.07692307692307693,0.07692307692307693
2624,Main @ South (T,449,"21,22",34,7,0.0757238307349666,0.09131403118040089
343,Ithaca College ,27,"11,65",2,0,0.07407407407407407,0.07407407407407407
918,Dey @ Lincoln,27,17,2,1,0.07407407407407407,0.1111111111111111
710,Chestnut @ Hook,68,"14,14S",5,0,0.07352941176470588,0.07352941176470588
668,State @ Fulton,385,"14,14S",28,3,0.07272727272727272,0.08051948051948052
537,Cherry St @ Art,28,14S,2,0,0.07142857142857142,0.07142857142857142
2319,Mcklbrg@VanDorn,14,20,1,0,0.07142857142857142,0.07142857142857142
713,Elm @ W Vill,2709,14,192,13,0.07087486157253599,0.07567368032484312
117,Seneca @ Corn,73,"20,21",5,1,0.0684931506849315,0.0821917808219178
4517,1062 Dryden Rd ,15,"40,43",1,0,0.06666666666666667,0.06666666666666667
4783,TC3,2914,43,191,14,0.06554564172958133,0.07035003431708992
2619,TBurg School,77,21,5,0,0.06493506493506493,0.06493506493506493
736,Linderman Creek,1667,"14,14S",106,5,0.0635872825434913,0.0665866826634673
737,Linderman Creek,1040,"14,14S",66,3,0.06346153846153846,0.06634615384615385
6784,Newfield School,192,67,12,0,0.0625,0.0625
2574,Trumansburg Rd ,96,21,6,3,0.0625,0.09375
4732,38@BeamHill,16,43,1,0,0.0625,0.0625
5795,Boiceville Cott,16,52,1,0,0.0625,0.0625
930,Third @ Hancock,372,13,22,56,0.05913978494623656,0.20967741935483872
6532,NewfldDep@ValMa,17,67,1,0,0.058823529411764705,0.058823529411764705
672,Seneca @ Fulton,450,"20,21,22",26,1,0.057777777777777775,0.06
6787,Main @ Vankirk,53,67,3,0,0.05660377358490566,0.05660377358490566
736,LindermanCrkApt,125,"14,14S",7,3,0.056,0.08
1125,Lake @ IHS,684,"13,36",38,90,0.05555555555555555,0.1871345029239766
4779,Freeville Rd @ ,18,43,1,0,0.05555555555555555,0.05555555555555555
5734,Slater @ BDale,18,52,1,0,0.05555555555555555,0.05555555555555555
5771,Caroline Turn,242,52,13,0,0.05371900826446281,0.05371900826446281
374,College Circle,1297,11,68,0,0.052428681572860444,0.052428681572860444
679,State/MLK at In,1765,"14,14S,20",92,17,0.05212464589235127,0.06175637393767705
6337,Danby Rd @ Muzz,163,65,8,2,0.049079754601226995,0.06134969325153374
4312,Freeville Rd at,41,43,2,0,0.04878048780487805,0.04878048780487805
2546,CayugaMedCtr,165,14,8,5,0.048484848484848485,0.07878787878787878
1129,Lake St at Boyn,83,13,4,8,0.04819277108433735,0.14457831325301204
2615,EMain@Cemetary,21,21,1,0,0.047619047619047616,0.047619047619047616
3741,Warren @ Dart,21,"32,37",1,2,0.047619047619047616,0.14285714285714285
365,Longview,217,11,10,1,0.04608294930875576,0.05069124423963134
4505,Dryden Rd @ Gam,22,43,1,0,0.045454545454545456,0.045454545454545456
570,Elmira@Spencer,22,67,1,0,0.045454545454545456,0.045454545454545456
934,Third @ Adams,137,13,6,21,0.043795620437956206,0.19708029197080293
3749,Tompkins County,70,37,3,0,0.04285714285714286,0.04285714285714286
330,Coddington@IC,24,"11,65",1,0,0.041666666666666664,0.041666666666666664
567,359 Elmira Rd -,153,67,6,0,0.0392156862745098,0.0392156862745098
6713,Elmira Rd @ 7 M,857,67,32,1,0.03733955659276546,0.038506417736289385
128,State/MLK @ Pla,483,14,18,2,0.037267080745341616,0.041407867494824016
329,Coddington@IC,27,"11,65",1,2,0.037037037037037035,0.1111111111111111
715,West Village Pa,27,"14,14S",1,0,0.037037037037037035,0.037037037037037035
4511,Varna Auto,111,"40,43",4,0,0.036036036036036036,0.036036036036036036
4543,Dryden @ Mineah,84,43,3,0,0.03571428571428571,0.03571428571428571
953,Hancock @ First,57,13,2,3,0.03508771929824561,0.08771929824561403
4755,North@Brightday,59,43,2,0,0.03389830508474576,0.03389830508474576
314,Hudson@Columbia,60,"11,65",2,0,0.03333333333333333,0.03333333333333333
4776,Dryden Central ,30,43,1,0,0.03333333333333333,0.03333333333333333
2542,Overlook Apts,3023,"14,14S",100,14,0.033079722130334104,0.03771088322858088
664,State @ Meadow,1182,14,39,9,0.03299492385786802,0.04060913705583756
343,Alumni Circ IC,357,"11,65",11,1,0.03081232492997199,0.03361344537815126
664,State/MLK @ Mea,33,14,1,0,0.030303030303030304,0.030303030303030304
1123,Falls @ Lake,166,13,5,32,0.030120481927710843,0.22289156626506024
2624,Main@South,34,21,1,0,0.029411764705882353,0.029411764705882353
314,Hudson @ Columb,675,"11,65",19,0,0.028148148148148148,0.028148148148148148
564,Elmira Rd @ Wal,368,67,10,1,0.02717391304347826,0.029891304347826088
706,Chestnut Hill A,39,"14,14S",1,1,0.02564102564102564,0.05128205128205128
4709,Dryden Rd @ Iri,40,43,1,0,0.025,0.025
6511,West Danby Rd @,83,67,2,0,0.024096385542168676,0.024096385542168676
328,Hudson @ Coddin,429,"11,65",10,2,0.023310023310023312,0.027972027972027972
2557,Prof Bldg,43,14,1,0,0.023255813953488372,0.023255813953488372
4544,Rt 13 @ Kirk,92,43,2,0,0.021739130434782608,0.021739130434782608
2612,Trumansburg Rd ,47,21,1,2,0.02127659574468085,0.06382978723404255
672,Seneca@Fulton,49,"20,21",1,1,0.02040816326530612,0.04081632653061224
679,State@Inlet Isl,150,"14,14S,20",3,1,0.02,0.02666666666666667
6329,Danby Rd @ Comf,102,65,2,0,0.0196078431372549,0.0196078431372549
328,Hudson@Coddingt,51,11,1,2,0.0196078431372549,0.058823529411764705
4715,Main @ Rocheste,107,43,2,0,0.018691588785046728,0.018691588785046728
6789,Elmra@Main,54,67,1,0,0.018518518518518517,0.018518518518518517
373,College Circle ,1118,"11,65",20,4,0.017889087656529516,0.02146690518783542
2324,Mecklenburg Rd ,114,20,2,1,0.017543859649122806,0.02631578947368421
343,IC-AlumniCircle,59,"11,65",1,0,0.01694915254237288,0.01694915254237288
4756,North @ Brightd,121,43,2,0,0.01652892561983471,0.01652892561983471
368,Terrace Apts So,122,11,2,0,0.01639344262295082,0.01639344262295082
324,Hudson @ Gdview,492,"11,65",8,0,0.016260162601626018,0.016260162601626018
570,Elmira @ Spence,189,67,3,0,0.015873015873015872,0.015873015873015872
337,Ithaca College ,2027,"11,65",32,3,0.015786877158362113,0.01726689689195856
348,Ithaca College ,326,"11,65",5,1,0.015337423312883436,0.018404907975460124
929,Third @ Hancock,199,13,3,12,0.01507537688442211,0.07537688442211055
676,Buffalo @ Taugh,737,"14,21",11,2,0.014925373134328358,0.017639077340569877
352,Ithaca College ,338,"11,65",5,2,0.014792899408284023,0.020710059171597635
715,W Vill Parking,891,"14,14S",13,5,0.014590347923681257,0.020202020202020204
372,College Circle ,1868,11,26,4,0.013918629550321198,0.016059957173447537
2511,Candlewyck Park,226,"14,14S,21",3,2,0.01327433628318584,0.022123893805309734
339,Roy Park IC,3575,"11,65",45,7,0.012587412587412588,0.014545454545454545
373,CCA-Community,354,11,4,4,0.011299435028248588,0.022598870056497175
2641,Juniper Manor,90,21,1,2,0.011111111111111112,0.03333333333333333
2615,E Main @ Cemete,96,"21,22",1,0,0.010416666666666666,0.010416666666666666
349,Towers IC,2416,"11,65",25,7,0.010347682119205299,0.013245033112582781
376,College Circle ,1142,"11,65",10,0,0.008756567425569177,0.008756567425569177
2543,CayugaMeadows,117,"14,14S",1,0,0.008547008547008548,0.008547008547008548
340,Ithaca College ,122,"11,65",1,0,0.00819672131147541,0.00819672131147541
941,Cayuga Park Ln ,134,13,1,27,0.007462686567164179,0.208955223880597
339,Ithaca College ,135,"11,65",1,0,0.007407407407407408,0.007407407407407408
337,IC-Garden Apts,139,"11,65",1,1,0.007194244604316547,0.014388489208633094
6714,Elmira Rd @ 7 M,179,67,1,2,0.00558659217877095,0.01675977653631285
339,IC-RoyParkSchoo,367,"11,65",2,0,0.005449591280653951,0.005449591280653951
342,Alumni Circ IC,795,"11,65",3,3,0.0037735849056603774,0.007547169811320755
2543,Cayuga Meadows,917,"14,14S",3,2,0.003271537622682661,0.0054525627044711015
351,Ithaca College ,1117,"11,65",3,2,0.0026857654431512983,0.004476275738585497
340,Roy Park IC,2585,"11,65",5,7,0.0019342359767891683,0.0046421663442940036
338,Ithaca College ,423,"11,65",0,1,0.0,0.002364066193853428
801,Cass Park,290,22,0,0,0.0,0.0
340,IC-RoyParkSchoo,275,"11,65",0,0,0.0,0.0
3750,Borg Warner,237,37,0,2,0.0,0.008438818565400843
349,IC-TheTowers,186,"11,65",0,0,0.0,0.0
376,CollCir-North,173,"11,65",0,0,0.0,0.0
3119,East Shore Dr @,146,36,0,1,0.0,0.00684931506849315
372,Coll Cir N Ent,142,11,0,0,0.0,0.0
2326,Mecklenburg Rd ,129,20,0,0,0.0,0.0
664,State@Meadow,129,14,0,4,0.0,0.031007751937984496
940,Cayuga Park @ M,118,13,0,9,0.0,0.07627118644067797
342,IC-AlumniCircle,115,"11,65",0,0,0.0,0.0
2325,Mecklenburg Rd ,110,20,0,2,0.0,0.01818181818181818
330,Coddington at I,108,"11,65",0,0,0.0,0.0
946,401 Cayuga Pk,107,13,0,28,0.0,0.2616822429906542
715,West Village,100,"14,14S",0,1,0.0,0.01
1125,Lake St@IHS,94,"13,36",0,27,0.0,0.2872340425531915
2555,TBurg@ProfBldg,90,21,0,4,0.0,0.044444444444444446
4318,Stn Pk Freevill,80,"40,43",0,1,0.0,0.0125
732,Mecklenburg Rd ,78,"14,20",0,0,0.0,0.0
318,Hudson at South,74,"11,65",0,0,0.0,0.0
4707,Dryden @ Ylw Br,68,43,0,0,0.0,0.0
349,Ithaca College ,62,"11,65",0,1,0.0,0.016129032258064516
2583,Jacksonville PO,61,21,0,0,0.0,0.0
351,IC-Terrace Apts,61,"11,65",0,0,0.0,0.0
676,Buffalo@Taughan,55,21,0,1,0.0,0.01818181818181818
2533,1229 Trumansbur,53,"14,14S,21",0,1,0.0,0.018867924528301886
324,Hudson@Grandvi,50,"11,65",0,0,0.0,0.0
2611,Trumansburg Rd ,49,21,0,0,0.0,0.0
768,Campbell @ Hect,47,14,0,0,0.0,0.0
2511,Tbrg@Candlewyck,42,"14,14S,21",0,0,0.0,0.0
564,Elmira @Walmart,41,67,0,0,0.0,0.0
4360,Main @ South (G,39,"40,43",0,0,0.0,0.0
6511,WDanby @ Decker,39,67,0,1,0.0,0.02564102564102564
128,State @ Plain,35,14,0,0,0.0,0.0
3558,UniversityPkApt,35,32,0,0,0.0,0.0
941,Cayuga Park @ 3,34,13,0,8,0.0,0.23529411764705882
4544,Dryden Rd @ Kir,32,43,0,0,0.0,0.0
341,Main Entrnce IC,29,65,0,0,0.0,0.0
729,Warren Pl @ Hec,29,"14,14S",0,0,0.0,0.0
996,GuthrieCityHarb,29,13,0,5,0.0,0.1724137931034483
342,Ithaca College ,28,"11,65",0,0,0.0,0.0
767,Campbell @ Hect,27,"14,14S",0,0,0.0,0.0
6714,Elmira @ 7 Mile,26,67,0,0,0.0,0.0
2573,Trumansburg Rd ,25,21,0,0,0.0,0.0
568,366 Elmira Rd -,23,67,0,0,0.0,0.0
5729,Slaterville Rd ,22,52,0,0,0.0,0.0
348,IC-Butterfield,21,11,0,0,0.0,0.0
3747,Warren Rd Post ,21,37,0,0,0.0,0.0
338,IC-Garden Apts,20,"11,65",0,0,0.0,0.0
567,359Elmira-Frfld,20,67,0,0,0.0,0.0
805,Ithaca Children,20,22,0,0,0.0,0.0
2324,Mcklbrg@Aplgate,19,20,0,0,0.0,0.0
733,Mecklenburg Rd ,19,"14,20",0,0,0.0,0.0
352,IC-Terrace Apts,18,"11,65",0,0,0.0,0.0
6718,Elmira Rd @ Enf,18,67,0,0,0.0,0.0
2325,Mcklbrg@SndyCrk,17,20,0,0,0.0,0.0
2934,Cayuga Nat Ctr,17,22,0,0,0.0,0.0
3119,EShore@Asbury,17,36,0,0,0.0,0.0
901,Cayuga @ Cascad,16,13,0,5,0.0,0.3125
946,Cayuga Park Med,16,13,0,4,0.0,0.25
538,Cecil Malone Dr,15,14S,0,0,0.0,0.0
6337,DanbyRd@Muzzy,15,65,0,0,0.0,0.0
953,Hancock@First,14,13,0,2,0.0,0.14285714285714285
1129,LakeSt@Boynton,13,13,0,2,0.0,0.15384615384615385
704,Chestnut @ Sunr,13,"14,14S",0,0,0.0,0.0
324,Hudson @ Grandv,12,11,0,0,0.0,0.0
3749,TomCtyJail,12,37,0,0,0.0,0.0
4540,Rt 13@Rt 366,12,43,0,0,0.0,0.0
4750,DrydnNorthVlero,12,43,0,0,0.0,0.0
928,Third@Cascadlla,12,13,0,7,0.0,0.5833333333333334
940,Marketview Apt,12,13,0,1,0.0,0.08333333333333333
2514,Tbrg@ Bundy,11,"14,14S,21",0,0,0.0,0.0
4752,North@Freeville,10,43,0,0,0.0,0.0
6350,Danby Fire Stat,10,65,0,0,0.0,0.0
2339,Enfield HiwyDep,9,20,0,0,0.0,0.0
4325,Rte 38 @ Fall C,9,40,0,0,0.0,0.0
4709,Rt13@IrishStlmt,9,43,0,0,0.0,0.0
4715,Main@Rochester,9,43,0,0,0.0,0.0
768,Campbl@Hector,9,14,0,0,0.0,0.0
2326,Mcklbrg@SndyCrk,8,20,0,0,0.0,0.0
2549,Biggs Memorial ,8,14,0,0,0.0,0.0
4543,Rt 13 @ Mineah,8,43,0,0,0.0,0.0
4756,North@Brightday,8,43,0,0,0.0,0.0
773,Campbell @ Hopk,8,"14,14S",0,0,0.0,0.0
1375,Parkway@Upland,7,31,0,0,0.0,0.0
2555,Tbrg@ProfBldg,7,21,0,0,0.0,0.0
4321,FreevilParkRide,7,40,0,0,0.0,0.0
5742,Slaterville Rd ,7,52,0,0,0.0,0.0
6352,Danby TH P+R,7,65,0,0,0.0,0.0
785,TBurg @ Hopkins,7,21,0,0,0.0,0.0
903,Cascadil@Cayug,7,13,0,1,0.0,0.14285714285714285
2611,Tbrg ShrSav,6,21,0,0,0.0,0.0
4515,Dryden@MtPlsnt,6,43,0,0,0.0,0.0
4707,Rt13@Yellowbarn,6,43,0,0,0.0,0.0
710,Chestnut@Hook,6,"14,14S",0,0,0.0,0.0
1143,StewartPkEntry,5,13,0,1,0.0,0.2
2320,Mecklenburg Rd ,5,20,0,0,0.0,0.0
2616,EMain@Cemetery,5,21,0,0,0.0,0.0
4318,Station Park,5,43,0,0,0.0,0.0
4328,Railroad@Main,5,43,0,0,0.0,0.0
4362,Main @ Railroad,5,"40,43",0,0,0.0,0.0
537,Cherry @ Arthau,5,14S,0,0,0.0,0.0
5786,Brooktondale St,5,52,0,0,0.0,0.0
6329,DanbyRd@Comfort,5,65,0,0,0.0,0.0
914,Lincoln @ Cayug,5,13,0,1,0.0,0.2
926,Falls @ Tioga,5,13,0,2,0.0,0.4
2619,TbrgCentralSc,4,21,0,0,0.0,0.0
4318,Station Park - ,4,"40,43",0,0,0.0,0.0
4336,Groton@Peruvill,4,40,0,0,0.0,0.0
5539,Snyder Hill @ P,4,51,0,0,0.0,0.0
6338,Danby Rd @ Muzz,4,65,0,0,0.0,0.0
6353,Danby Rd @ Bald,4,65,0,1,0.0,0.25
706,ChestnutHilApts,4,"14,14S",0,1,0.0,0.25
719,Haller @ Hook,4,"14,14S",0,0,0.0,0.0
731,Hector@WarrenPl,4,14S,0,0,0.0,0.0
2556,Trumansburg Rd ,3,21,0,1,0.0,0.3333333333333333
2559,Trumansburg Rd ,3,21,0,0,0.0,0.0
2669,Main @ Seneca (,3,21,0,0,0.0,0.0
2670,Seneca @ Main (,3,21,0,0,0.0,0.0
3111,EShore@Burd Hil,3,36,0,0,0.0,0.0
318,SouthHillSchool,3,11,0,0,0.0,0.0
4708,Dryden Rd @ Joh,3,43,0,0,0.0,0.0
4734,Rt 38 @ Keith,3,43,0,0,0.0,0.0
4776,DrydenCntrlSchl,3,43,0,0,0.0,0.0
4780,Freeville Rd @ ,3,43,0,0,0.0,0.0
572,Elmira @ Butter,3,67,0,0,0.0,0.0
5730,Slaterville Rd ,3,52,0,0,0.0,0.0
5771,Caroline Turn-A,3,52,0,0,0.0,0.0
704,Chestnt@Sunrise,3,"14,14S",0,0,0.0,0.0
901,Cayug@Cascadill,3,13,0,1,0.0,0.3333333333333333
1145,Stewart Park 22,2,22,0,0,0.0,0.0
1377,The Parkway @ N,2,31,0,0,0.0,0.0
2555,Trumansburg Rd ,2,21,0,0,0.0,0.0
2573,Tbrg@KrumsCor,2,21,0,0,0.0,0.0
3558,University Park,2,32,0,0,0.0,0.0
3725,Warren @ BOCES,2,37,0,0,0.0,0.0
3741,WarrenRd@DartDr,2,32,0,0,0.0,0.0
3747,Warren@Post Off,2,37,0,1,0.0,0.5
3947,Guthrie,2,31,0,0,0.0,0.0
4328,RR@Main Fville,2,43,0,0,0.0,0.0
4361,Main@RR Groton,2,"40,43",0,0,0.0,0.0
4707,Dryden Rd @ Yel,2,43,0,0,0.0,0.0
538,Cecil @ Mary WB,2,14S,0,0,0.0,0.0
5711,Rt79 @ Tower Vi,2,52,0,0,0.0,0.0
5715,Sltrvl@Lois Ln,2,52,0,1,0.0,0.5
5729,Sltrvl@GermanCr,2,52,0,0,0.0,0.0
5734,Slaterville Rd ,2,52,0,0,0.0,0.0
6343,DanbyRd@Miller,2,65,0,0,0.0,0.0
6357,Danby@MichgnHol,2,65,0,0,0.0,0.0
6368,SDanbyParkRide,2,65,0,0,0.0,0.0
721,Warren Pl @ Hoo,2,14S,0,0,0.0,0.0
721,WarrenPl@Hook,2,"14,14S",0,0,0.0,0.0
733,Meckbrg@Conifer,2,20,0,0,0.0,0.0
785,Tburg@Hopkins,2,21,0,0,0.0,0.0
1125,Lake St at Itha,1,36,0,0,0.0,0.0
1371,Northway @ Trip,1,31,0,0,0.0,0.0
1373,Tripham @ Nway,1,32,0,0,0.0,0.0
2315,Mcklbrg@Shefld,1,20,0,0,0.0,0.0
2534,Tbrg@CayuRidge,1,14S,0,0,0.0,0.0
2559,Tbrg@Dubois,1,21,0,0,0.0,0.0
2577,Trumansburg Rd ,1,21,0,0,0.0,0.0
2578,Trumansburg Rd ,1,21,0,0,0.0,0.0
2581,Trumansburg Rd ,1,21,0,0,0.0,0.0
2583,JacksonviPostOf,1,21,0,0,0.0,0.0
2619,Trumansburg Cen,1,21,0,0,0.0,0.0
2972,Taugh Overlook,1,22,0,0,0.0,0.0
341,IC-MainEntrance,1,65,0,0,0.0,0.0
3721,WarrenRd@Chris,1,37,0,0,0.0,0.0
3727,Warr@WarrWoodAp,1,37,0,0,0.0,0.0
3901,Hanshaw@Warren,1,31,0,0,0.0,0.0
3908,Hanshaw@Muriel,1,31,0,0,0.0,0.0
3931,Hanshaw @ Sapsu,1,31,0,0,0.0,0.0
4316,Railroad @ Cook,1,43,0,0,0.0,0.0
4328,Railroad @ Main,1,43,0,0,0.0,0.0
4360,Main @ South,1,43,0,0,0.0,0.0
4517,Pineridge Apts,1,43,0,0,0.0,0.0
4543,Dryden Rd @ Min,1,43,0,0,0.0,0.0
4779,Freeville@Lewis,1,43,0,0,0.0,0.0
536,Cherry St. @ Ar,1,14S,0,0,0.0,0.0
568,366Elmira-Spdwy,1,67,0,0,0.0,0.0
5707,Slaterville Rd ,1,52,0,0,0.0,0.0
5754,Boiceville @ Sl,1,52,0,0,0.0,0.0
5788,BDale P+R,1,52,0,0,0.0,0.0
6330,Danby Rd @ Comf,1,65,0,0,0.0,0.0
6344,Danby Rd @ Mill,1,65,0,0,0.0,0.0
6358,Danby Rd @ Mich,1,65,0,0,0.0,0.0
6712,Elmira Rd @ Fiv,1,67,0,0,0.0,0.0
6720,Elmira Rd @ Enf,1,67,0,0,0.0,0.0
745,Hector @ Fairvi,1,20,0,0,0.0,0.0
745,Hector @ Fallvi,1,20,0,0,0.0,0.0
747,413 Hector,1,20,0,0,0.0,0.0
747,413 Hector St,1,20,0,0,0.0,0.0
748,412 Hector,1,20,0,0,0.0,0.0
750,Elm Street @ Ha,1,14S,0,0,0.0,0.0
927,Cascadlla@Third,1,13,0,0,0.0,0.0
932,Hancock @ Third,1,13,0,0,0.0,0.0
954,Hancock @ First,1,13,0,0,0.0,0.0
